training_seed,eval_seed,case_id,order_index,method,success,path_length,expanded_nodes,runtime_ms,runtime_p95_ms,timing_repeats
2026,2026,0,0,A*,1,35.45584487915039,29,7.3069,7.55636,5
2026,2026,0,1,Neural A*,1,38.284271240234375,43,12.1733,13.48278,5
2026,2026,0,2,iA*,1,35.45584487915039,29,17.5062,17.88268,5
2026,2026,1,0,Neural A*,1,42.284271240234375,58,15.9679,16.65004,5
2026,2026,1,1,iA*,1,39.798988342285156,52,22.5012,23.60718,5
2026,2026,1,2,A*,1,39.798988342285156,60,12.8264,14.48376,5
2026,2026,2,0,iA*,1,33.72792434692383,31,17.1664,17.9391,5
2026,2026,2,1,A*,1,33.72792053222656,31,6.7219,7.82944,5
2026,2026,2,2,Neural A*,1,37.870059967041016,31,9.2245,9.82428,5
2026,2026,3,0,A*,1,30.79899024963379,26,6.1787,6.518,5
2026,2026,3,1,Neural A*,1,31.627416610717773,26,8.5267,9.10586,5
2026,2026,3,2,iA*,1,30.79899024963379,26,15.8846,17.26482,5
2026,2026,4,0,Neural A*,1,46.0121955871582,102,26.103,26.8198,5
2026,2026,4,1,iA*,1,46.941123962402344,133,40.4841,42.89958,5
2026,2026,4,2,A*,1,44.35533905029297,205,44.3786,45.920880000000004,5
2026,2026,5,0,iA*,1,31.384777069091797,39,18.341,19.55652,5
2026,2026,5,1,A*,1,31.384777069091797,45,10.1301,10.91568,5
2026,2026,5,2,Neural A*,1,32.21320343017578,36,10.7852,12.1281,5
2026,2026,6,0,A*,1,36.94112777709961,28,6.3576,6.896739999999999,5
2026,2026,6,1,Neural A*,1,38.35533905029297,29,8.7555,9.65616,5
2026,2026,6,2,iA*,1,36.94112777709961,28,16.4216,17.2065,5
2026,2026,7,0,Neural A*,1,29.284271240234375,22,7.3722,8.71844,5
2026,2026,7,1,iA*,1,27.627416610717773,22,14.582,15.03764,5
2026,2026,7,2,A*,1,27.627416610717773,22,5.3718,5.9166,5
2026,2026,8,0,iA*,1,32.97056198120117,30,16.9524,18.43392,5
2026,2026,8,1,A*,1,33.55635070800781,31,7.5085,7.74198,5
2026,2026,8,2,Neural A*,1,38.87005615234375,34,11.0224,11.47074,5
2026,2026,9,0,A*,1,33.62741470336914,53,12.426,13.44434,5
2026,2026,9,1,Neural A*,1,36.941123962402344,30,9.782,10.03228,5
2026,2026,9,2,iA*,1,33.62741470336914,42,19.5546,21.95042,5
2026,2026,10,0,Neural A*,1,32.455841064453125,27,9.1282,9.32802,5
2026,2026,10,1,iA*,1,31.62741470336914,26,15.8475,16.35056,5
2026,2026,10,2,A*,1,31.62741470336914,26,6.2894,6.64838,5
2026,2026,11,0,iA*,1,41.798988342285156,119,37.2637,37.92614,5
2026,2026,11,1,A*,1,40.97056579589844,172,37.0162,38.76592,5
2026,2026,11,2,Neural A*,1,45.94112014770508,141,34.5213,34.91586,5
2026,2026,12,0,A*,1,35.798988342285156,182,40.482,41.2291,5
2026,2026,12,1,Neural A*,1,38.284271240234375,163,39.3511,41.119279999999996,5
2026,2026,12,2,iA*,1,36.38477325439453,162,50.3677,50.95184,5
2026,2026,13,0,Neural A*,1,41.698486328125,34,10.9149,13.20184,5
2026,2026,13,1,iA*,1,40.0416259765625,34,20.1821,22.579559999999997,5
2026,2026,13,2,A*,1,40.04163360595703,34,10.0289,12.021560000000001,5
2026,2026,14,0,iA*,1,33.798988342285156,29,21.7147,22.46334,5
2026,2026,14,1,A*,1,33.798988342285156,29,9.3213,10.477920000000001,5
2026,2026,14,2,Neural A*,1,35.455841064453125,34,13.1999,15.78566,5
2026,2026,15,0,A*,1,32.72792053222656,30,11.524,11.95002,5
2026,2026,15,1,Neural A*,1,34.38477325439453,37,15.662,16.78034,5
2026,2026,15,2,iA*,1,32.72792053222656,30,19.9732,21.24694,5
2026,2026,16,0,Neural A*,1,34.52690887451172,27,11.0967,12.0417,5
2026,2026,16,1,iA*,1,32.87005615234375,26,19.6071,19.82676,5
2026,2026,16,2,A*,1,32.87005615234375,26,7.5973,8.2563,5
2026,2026,17,0,iA*,1,28.727920532226562,27,20.5299,21.16736,5
2026,2026,17,1,A*,1,28.727920532226562,27,7.7783,8.01154,5
2026,2026,17,2,Neural A*,1,31.21320343017578,26,10.3404,11.32482,5
2026,2026,18,0,A*,1,25.55634880065918,47,13.6438,14.60702,5
2026,2026,18,1,Neural A*,1,27.21320343017578,44,16.0632,16.8047,5
2026,2026,18,2,iA*,1,26.384775161743164,37,22.6399,25.454539999999998,5
2026,2026,19,0,Neural A*,1,35.455841064453125,35,14.8459,15.385480000000001,5
2026,2026,19,1,iA*,1,32.97056198120117,29,22.5288,24.623179999999998,5
2026,2026,19,2,A*,1,32.97056198120117,29,10.1815,10.3904,5
2026,2026,20,0,iA*,1,47.041629791259766,180,68.9893,70.4188,5
2026,2026,20,1,A*,1,47.041629791259766,282,81.535,88.05937999999999,5
